,Date,Country,Dead,Source,More_Info
3707,21-Jan-1964,SOUTH AFRICA,N,GSAF,http://sharkattackfile.net/spreadsheets/pdf_directory/1964.01.21-boat.pdf
3708,18-Jan-1964,AUSTRALIA,N,"G.P. Whitley, citing Sydney Morning Herald, 1/21/1964",http://sharkattackfile.net/spreadsheets/pdf_directory/1964.01.18-Hastie.pdf
3709,11-Jan-1964,USA,N,"R. Collier, p.261-264; D. Miller & R. Collier; R. Collier, pp.26-40",http://sharkattackfile.net/spreadsheets/pdf_directory/1964.01.11-Rochette_Collier.pdf
3710,Reported 06-Jan-1964,PAPUA NEW GUINEA,Y,"Oldham Evening Chronicle, 1/6/1964",http://sharkattackfile.net/spreadsheets/pdf_directory/1964.01.06.R-NewBritain.pdf
3711,04-Jan-1964,FIJI,N,SAF Case #1250,http://sharkattackfile.net/spreadsheets/pdf_directory/1964.01.04-Meve.pdf
3712,01-Jan-1964,AUSTRALIA,UNKNOWN,"T. Peake, GSAF",http://sharkattackfile.net/spreadsheets/pdf_directory/1964.01.01.b-NV-Edwards.pdf
3713,01-Jan-1964,SOUTH AFRICA,N,"The Argus, 1/3/1964",http://sharkattackfile.net/spreadsheets/pdf_directory/1964.01.01.b-Edwards.pdf
3715,29-Dec-1963,SOUTH AFRICA,N,"B. Strauss, D. Davies, 121-122; Daily Dispatch, 4/24/1964; M.  Levine, GSAF",http://sharkattackfile.net/spreadsheets/pdf_directory/1963.12.29-Strauss.pdf
3716,26-Dec-1963,SOUTH AFRICA,N,"D.  Davies, pp.120-121; M. Levine, GSAF",http://sharkattackfile.net/spreadsheets/pdf_directory/1963.12.26.b-deWet.pdf
3717,26-Dec-1963,AUSTRALIA,N,"Maryborough Chronicle  (Qld), 12/28/1963",http://sharkattackfile.net/spreadsheets/pdf_directory/1963.12.26.a-Warry.pdf
3718,25-Dec-1963,SOUTH AFRICA,Y,"G.V. Wienand, M. Levine, GSAF",http://sharkattackfile.net/spreadsheets/pdf_directory/1963.12.25-Wienand.pdf
3720,22-Dec-1963,SOUTH AFRICA,N,"M. Levine, GSAF",http://sharkattackfile.net/spreadsheets/pdf_directory/1963.12.22.a-Woodhams.pdf
3721,21-Dec-1963,AUSTRALIA,N,"Daily Examiner (Grafton, NSW), 12/23/1963; J. Green, p.30",http://sharkattackfile.net/spreadsheets/pdf_directory/1963.12.21-Cook.pdf
3722,20-Dec-1963,SOUTH AFRICA,N,"D. Davies; M. Levine, GSAF",http://sharkattackfile.net/spreadsheets/pdf_directory/1963.12.20.b-Coetzee.pdf
3723,20-Dec-1963,SOUTH AFRICA,Y,"G.D. Campbell; D. Davies, pp.119-120",http://sharkattackfile.net/spreadsheets/pdf_directory/1963.12.20.a-Mzize.pdf
3724,08-Dec-1963,AUSTRALIA,N,"H. Edwards, pp.65-66: H.D. Baldridge, pp.18-19; J. West;",http://sharkattackfile.net/spreadsheets/pdf_directory/1963.12.08-Fox.pdf
3725,04-Dec-1963,NEW BRITAIN,Y,"Times Courier (Lae, PNG), 12/4/1963; Oldham Evening Chronicle 1/6/1964",http://sharkattackfile.net/spreadsheets/pdf_directory/1963.12.04.R-Patape.pdf
3726,30-Nov-1963 ,NEW ZEALAND,N,"C. Dudley, R.D. Weeks, GSAF; H.D. Baldridge, SAF Case #1467; Otago Daily Times, 12/2/1963, p.7",http://sharkattackfile.net/spreadsheets/pdf_directory/1963.11.30.b-Dudley.pdf
3727,30-Nov-1963,PAPUA NEW GUINEA,N,"M. Malin; The Sun (Melbourne), 12/2/1963",http://sharkattackfile.net/spreadsheets/pdf_directory/1963.11.30.a-Siara.pdf
3728,28-Nov-1963,FIJI,N,Capt. S. B. Brown,http://sharkattackfile.net/spreadsheets/pdf_directory/1963.11.28-Wati.pdf
3729,25-Nov-1963,FIJI,N,GSAF,http://sharkattackfile.net/spreadsheets/pdf_directory/1963.11.25-Sumia.pdf
3730,Reported 16-Nov-1963,ITALY,N,"C. Moore, GSAF",http://sharkattackfile.net/spreadsheets/pdf_directory/1963.11.16.R-Salito.pdf
3731,14-Nov-1963,AUSTRALIA,N,"Miner (WA) & Warwick Daily News (Qld), 11/15/1963 ",http://sharkattackfile.net/spreadsheets/pdf_directory/1963.11.14-Nora.pdf
3732,12-Nov-1963,USA,N,D.R. Nelson,http://sharkattackfile.net/spreadsheets/pdf_directory/1963.11.12-DonNelson.pdf
3733,Reported 05-Nov-1963,PAPUA NEW GUINEA,N,H.D. Baldridge (1994) SAF Case #1478,http://sharkattackfile.net/spreadsheets/pdf_directory/1963.11.05.R-Tule.pdf
3734,04-Nov-1963,PALAU,N,"R. Yalap, M.D.; H.D. Baldridge, p..104 ",http://sharkattackfile.net/spreadsheets/pdf_directory/1963.11.04-Dooley.pdf
3735,16-Oct-1963,USA,N,"H.D. Baldridge, p.109",http://sharkattackfile.net/spreadsheets/pdf_directory/1963.10.16-Cheatham.pdf
3736,15-Oct-1963,NORTH PACIFIC OCEAN,N,"J.L. Holland; The Honolulu Advertiser, 10/19/1963; SAF Cse #1209",http://sharkattackfile.net/spreadsheets/pdf_directory/1963.10.15-Nakata.pdf
3737,29-Sep-1963,CHILE,Y,J. McCosker & A.C. Engana,http://sharkattackfile.net/spreadsheets/pdf_directory/1963.09.29-Urizar.pdf
3739,22-Sep-1963,SOLOMON ISLANDS,Y,"M.L. Aylett, Fisheries Officer; H.D. Baldridge, p.148  ",http://sharkattackfile.net/spreadsheets/pdf_directory/1963.09.22-Dovi.pdf
3740,13-Sep-1963,AUSTRALIA,N,"P. Barron; Goulburn Evening Post; J. Green, p.35",http://sharkattackfile.net/spreadsheets/pdf_directory/1963.09.13-Barron.pdf
3741,10-Sep-1963,USA,N,"H.D. Baldridge, p.166; SAF Case #1284",http://sharkattackfile.net/spreadsheets/pdf_directory/1963.09.10-Olsen.pdf
3742,Aug-1963,DOMINICAN REPUBLIC,Y,"A. Gigante, Jr; H.D. Baldridge; M. McDiarmid, p.72",http://sharkattackfile.net/spreadsheets/pdf_directory/1963.08.00-2males.pdf
3743,28-Jul-1963,FEDERATED STATES OF MICRONESIA,N,"K. Aniol, Medical Officer",http://sharkattackfile.net/spreadsheets/pdf_directory/1963.07.28-Akira.pdf
3744,15-Jul-1963,USA,N,"Orlando Sentinel, 7/16/1963",http://sharkattackfile.net/spreadsheets/pdf_directory/1963.07.15-Driscoll.pdf
3745,11-Jul-1963,USA,N,"Gulfport Herald, 7/12/1963; SAF Case #1218",http://sharkattackfile.net/spreadsheets/pdf_directory/1963.07.11-Mason.pdf
3746,Reported 10-Jul-1963,JAMAICA,Y,"The Blade (Toledo, OH), 7/10/1963",http://sharkattackfile.net/spreadsheets/pdf_directory/1963.07.10.R-Sno'Boy.pdf
3747,Jul-1963,PANAMA,Y,H. Loftin,http://sharkattackfile.net/spreadsheets/pdf_directory/1963.07.00-Tuwala.pdf
3748,01-Jun-1963,GREECE,Y,A. De Maddalena,http://sharkattackfile.net/spreadsheets/pdf_directory/1963.06.01.b-Pogl.pdf
3749,01-Jun-1963,PAPUA NEW GUINEA,N,"Pacific Post (Port Moresby), 6/4/1963",http://sharkattackfile.net/spreadsheets/pdf_directory/1963.06.01.a-Au_Kila.pdf
3751,14-May-1963,PHILIPPINES,Y,"Advertiser (Adelaide), 5/21/1963 ",http://sharkattackfile.net/spreadsheets/pdf_directory/1963.05.14-PhilippineBoat.pdf
3752,22-Apr-1963,AUSTRALIA,N,H.D. Baldridge (1994) SAF Case #1472,http://sharkattackfile.net/spreadsheets/pdf_directory/1963.04.22-NV-Sonter.pdf
3753,20-Apr-1963,USA,Y,"G.W. Kirby, Jr.;  NY Times, 1/22/1963",http://sharkattackfile.net/spreadsheets/pdf_directory/1963.04.20-Gibson.pdf
3754,17-Apr-1963,SOUTH AFRICA,N,"D. Davies, p.118-119; M. Levine, GSAF",http://sharkattackfile.net/spreadsheets/pdf_directory/1963.04.17-Fourie.pdf
3755,13-Apr-1963,AUSTRALIA,N,"G.P. Whitley; NSW newspapers of 4/14&15/1963; H.D. Baldridge, p. 142",http://sharkattackfile.net/spreadsheets/pdf_directory/1963.04.13-Audas.pdf
3756,12-Apr-1963,USA,N,"L. Taylor (1993), pp.102-103",http://sharkattackfile.net/spreadsheets/pdf_directory/1963.04.12-Aka.pdf
3758,30-Mar-1963,SOLOMON ISLANDS,Y,"Sydney Morning Herald, 4/6/1963",http://sharkattackfile.net/spreadsheets/pdf_directory/1963.03.30-Viva.pdf
3759,27-Feb-1963,PAPUA NEW GUINEA,N,"Times-Courier (Lae), 3/6/1963",http://sharkattackfile.net/spreadsheets/pdf_directory/1963.02.27-Totoba.pdf
3760,24-Feb-1963,AUSTRALIA,N,"R. Funnell in Australian Skindiver Magazine, June/July 1963, p.8; J. Green, p.35",http://sharkattackfile.net/spreadsheets/pdf_directory/1963.02.24-Dunn.pdf
3761,08-Feb-1963,FIJI,N,"S. Brown, P. Helfrich",http://sharkattackfile.net/spreadsheets/pdf_directory/1963.02.08-Waiteatei.pdf
3762,06-Feb-1963,MAURITIUS,N,"L'Express, 5/2/2007",http://sharkattackfile.net/spreadsheets/pdf_directory/1963.02.06-Rose.pdf
3764,30-Jan-1963,FIJI,N,"H.D. Baldridge, SAF Case #1477",http://sharkattackfile.net/spreadsheets/pdf_directory/1963.01.30-NV-Kuruvakaruai.pdf
3765,28-Jan-1963,AUSTRALIA,Y,"Dr. P.R. Coyne; A. Sharpe, pp.7-12; A. MacCormick, pp.15-18; H. Edwards, pp.102 & 108",http://sharkattackfile.net/spreadsheets/pdf_directory/1963.01.28-Hathaway.pdf
3767,22-Jan-1963,SOUTH AFRICA,N,"Scarborough Evening News (Yorks, England), 1/22/1963 ",http://sharkattackfile.net/spreadsheets/pdf_directory/1963.01.22.R-FalseBayBoat.pdf
3768,14-Jan-1963,NEW ZEALAND,N,"R.D. Weeks, GSAF; Otago Daily Times, 1/15/1963, p.1",http://sharkattackfile.net/spreadsheets/pdf_directory/1963.01.14-Alexander.pdf
3769,12-Jan-1963,SOUTH AFRICA,N,GSAF,http://sharkattackfile.net/spreadsheets/pdf_directory/1963.01.12-Mankowitz.pdf
3770,11-Jan-1963,SOUTH AFRICA,N,"D. Davies, D'Aubrey; B. Blackmore; M. Levine, GSAF",http://sharkattackfile.net/spreadsheets/pdf_directory/1963.01.11-Blackmore.pdf
3771,06-Jan-1963,SOUTH AFRICA,N,"D. Davies, p.117-118; C. Passmore, M. Levine, GSAF",http://sharkattackfile.net/spreadsheets/pdf_directory/1963.01.06-Passmore.pdf
3772,04-Jan-1963,AUSTRALIA,N,SAF Case #1184,http://sharkattackfile.net/spreadsheets/pdf_directory/1963.01.04-AlfDean.pdf
3773,Jan-1963,MOZAMBIQUE,N,"D. Davies, p.185; GSAF",http://sharkattackfile.net/spreadsheets/pdf_directory/1963.01.00-JopieAveres.pdf
3774,Early 1963,FIJI,UNKNOWN,"S. Brown, P. Helfrich",http://sharkattackfile.net/spreadsheets/pdf_directory/1963.00.00.b-NV-Fiji.pdf
3775,1963,SEYCHELLES,Y,V.C. Harvey-Grain,http://sharkattackfile.net/spreadsheets/pdf_directory/1963.00.00.a-Seychelles.pdf
3776,30-Dec-1962,SOUTH AFRICA,N,D. Davies,http://sharkattackfile.net/spreadsheets/pdf_directory/1962.12.30-Roets.pdf
3777,09-Dec-1962,AUSTRALIA,Y,"H. Edwards, p.63; H.D. Baldridge, p.197; A. MacCormick, pp.91-93; A. Sharpe, p.124; J. West",http://sharkattackfile.net/spreadsheets/pdf_directory/1962.12.09-Corner.pdf
3778,Dec-1962,SOUTH AFRICA,N,T. Wallet; GSAF,http://sharkattackfile.net/spreadsheets/pdf_directory/1962.12.00-Swift.pdf
3779,29-Nov-1962,AUSTRALIA,N,"H.D. Baldridge, p.183; SAF #1130",http://sharkattackfile.net/spreadsheets/pdf_directory/1962.11.29-May.pdf
3781,11-Nov-1962,USA,N,"D. Miller & R. Collier; R. Collier, pp.35-36; H.D. Baldridge, pp.73 & 78     ",http://sharkattackfile.net/spreadsheets/pdf_directory/1962.11.11-LeroyFrench_Collier.pdf
3782,10-Nov-1962,AUSTRALIA,N,"Sydney Sunday Mirror, 11/11/1962 ",http://sharkattackfile.net/spreadsheets/pdf_directory/1962.11.10-Bullman-Campbell-boat.pdf
3783,Nov-1962,MID ATLANTIC OCEAN,N,Press clippings,http://sharkattackfile.net/spreadsheets/pdf_directory/1962.11.00-Fisher.pdf
3784,28-Oct-1962,SOUTH AFRICA,N,"D. Davies; M. Levine, GSAF",http://sharkattackfile.net/spreadsheets/pdf_directory/1962.10.28-Holliday.pdf
3785,25-Oct-1962,MEXICO,Y,C.G. Robles,http://sharkattackfile.net/spreadsheets/pdf_directory/1962.10.25-Nunez.pdf
3786,15-Oct-1962,ADMIRALTY ISLANDS,N,SAF Case #1116,http://sharkattackfile.net/spreadsheets/pdf_directory/1962.10.15-Pasigan.pdf
3787,14-Oct-1962,AUSTRALIA,N,"Strand (London), 10/15/1962",http://sharkattackfile.net/spreadsheets/pdf_directory/1962.10.14-Wilson-boat.pdf
3789,Oct-1962,PANAMA,Y,J. Hardie; D. de Sylva,http://sharkattackfile.net/spreadsheets/pdf_directory/1962.10.00-babyboy.pdf
3790,30-Sep-1962,BRITISH WEST INDIES,N,"H.D. Baldridge, p.197",http://sharkattackfile.net/spreadsheets/pdf_directory/1962.09.30-Vickrey.pdf
3791,22-Sep-1962,MEXICO,N,C.G. Robles,http://sharkattackfile.net/spreadsheets/pdf_directory/1962.09.22-Valenzuela.pdf
3792,13-Sep-1962,SOUTH ATLANTIC OCEAN,Y,"Daily Express (London), et. al, 9/22/1962 ",http://sharkattackfile.net/spreadsheets/pdf_directory/1962.09.13-MacIver.pdf
3793,02-Sep-1962 ,ITALY,Y,"A. De Maddalena & C. Moore, GSAF; Carletti (1973), Gianturco (1978), Marini (1989), Gilioli (1989), Giudici & Fino (1989); E. Tortonese; H.D. Baldridge, p.183. Note: A.Resciniti, p.104 lists date as 22-Sep-1962",http://sharkattackfile.net/spreadsheets/pdf_directory/1962.09.02-Sarra.pdf
3794,Reported 31-Aug-1962,ISRAEL,UNKNOWN,"C. Moore, GSAF",http://sharkattackfile.net/spreadsheets/pdf_directory/1962.08.31.R-Israel.pdf
3795,30-Aug-1962,TURKEY,N,"C.Moore, GSAF",http://sharkattackfile.net/spreadsheets/pdf_directory/1962.08.30.b-pdf
3796,30-Aug-1962,PAPUA NEW GUINEA,N,SAF Case #1192,http://sharkattackfile.net/spreadsheets/pdf_directory/1962.08.30.a-Setiro.pdf
3797,29-Aug-1962,USA,N,"SAF Case #1059; D. Miller & R. Collier; R. Collier, p. xxv; H.D. Baldridge, p.164  ",http://sharkattackfile.net/spreadsheets/pdf_directory/1962.08.29-Harris.pdf
3798,26-Aug-1962,USA,N,"New York Post, 8/27/1962; SAF Case #1061",http://sharkattackfile.net/spreadsheets/pdf_directory/1962.08.26 - Thorne.pdf
3799,23-Aug-1962,SOUTH AFRICA,N,GSAF,http://sharkattackfile.net/spreadsheets/pdf_directory/1962.08.23-HolmesBoat.pdf
3800,19-Aug-1962,USA,Y,"J. A. Hockaday, M.D.",http://sharkattackfile.net/spreadsheets/pdf_directory/1962.08.19-Fix.pdf
3801,12-Aug-1962,USA,N," L. Schultz & M. Malin, p.514, et.al.",http://sharkattackfile.net/spreadsheets/pdf_directory/1962.08.12 - Roman.pdf
3802,01-Aug-1962,PAPUA NEW GUINEA,Y,P.M. Moodie,http://sharkattackfile.net/spreadsheets/pdf_directory/1962.08.01-Tarara.pdf
3803,Late Aug-1962,ITALY,N,"A. De Maddalena; Carletti (1973), Giudici & Fino (1989)",http://sharkattackfile.net/spreadsheets/pdf_directory/1962.08.00.b-Mattacchione.pdf
3804,Aug-1962,SENEGAL,N,S. Trape,http://sharkattackfile.net/spreadsheets/pdf_directory/1962.08.00.a-Senegal.pdf
3805,28-Jul-1962,USA,N,R. Stein,http://sharkattackfile.net/spreadsheets/pdf_directory/1962.07.28-Stein.pdf
3806,20-Jul-1962,MADAGASCAR,N,J. D'Aubrey,http://sharkattackfile.net/spreadsheets/pdf_directory/1962.07.20-Masnori.pdf
3807,19-Jul-1962,USA,N,"R. Zarkas; San Diego Union, 7/30/1962 ",http://sharkattackfile.net/spreadsheets/pdf_directory/1962.07.19-Cervantes.pdf
3808,10-Jul-1962,USA,N,L.H. Hancock,http://sharkattackfile.net/spreadsheets/pdf_directory/1962.07.10-Hancock.pdf
3809,07-Jul-1962,USA,N,"J. M. Hicks, M.D.; Washington Star, 7/14/1962",http://sharkattackfile.net/spreadsheets/pdf_directory/1962.07.07-Duncan.pdf
3812,21-Jun-1962,SOUTH AFRICA,N,"M. Levine, GSAF",http://sharkattackfile.net/spreadsheets/pdf_directory/1962.06.21-MillersPointBoat.pdf
3813,17-Jun-1962,USA,N,"D. Reed; Hobart Gazette, 6/28/ 1962 s",http://sharkattackfile.net/spreadsheets/pdf_directory/1962.06.17-BarryReed.pdf
3814,11-Jun-1962,USA,N,"San Francisco Chronicle, 5/3/1986",http://sharkattackfile.net/spreadsheets/pdf_directory/1962.06.11.c-Anglin.pdf
3815,11-Jun-1962,USA,Y,"San Francisco Chronicle, 5/3/1986",http://sharkattackfile.net/spreadsheets/pdf_directory/1962.06.11.b-Anglin.pdf
3816,11-Jun-1962,USA,Y,"San Francisco Chronicle, 5/3/1986",http://sharkattackfile.net/spreadsheets/pdf_directory/1962.06.11.a-Morris.pdf
3817,10-Jun-1962,PAPUA NEW GUINEA,Y,"L. Malcolmson, Fisheries Officer",http://sharkattackfile.net/spreadsheets/pdf_directory/1962.06.10.b-boy-Aitape.pdf
3818,10-Jun-1962,USA,N,"F. Glenn; Dr. H.C. Yeatman; D. E. Gatch, M.D. ",http://sharkattackfile.net/spreadsheets/pdf_directory/1962.06.10.a-Glenn.pdf
3819,07-Jun-1962,AUSTRALIA,N,"West Australian (Perth), 6/8/1962 ",http://sharkattackfile.net/spreadsheets/pdf_directory/1962.06.07-StephensenBoat.pdf
3820,04-Jun-1962,USA,N,"San Francisco Chronicle, 6/5/1962; H.D. Baldridge, p.183",http://sharkattackfile.net/spreadsheets/pdf_directory/1962.06.04-Green.pdf
3821,03-Jun-1962,USA,N,"M. Vorenberg, GSAF; Palm Beach Post, 6/4/1962 ",http://sharkattackfile.net/spreadsheets/pdf_directory/1962.06.03-Dammann.pdf
3822,29-May-1962,USA,N,"M. Vorenberg, GSAF",http://sharkattackfile.net/spreadsheets/pdf_directory/1962.05.29-Jupiter-boy.pdf
3823,12-May-1962,USA,Y,"Enquirer & News (Battle Creek, MI), 5/14/1962; L. Schultz & M. Malin, p.562",http://sharkattackfile.net/spreadsheets/pdf_directory/1962.05.12-HappyJack.pdf
3824,May 1962,FIJI,N,"Yorkshire Evening News, 5/5/1962",http://sharkattackfile.net/spreadsheets/pdf_directory/1962.05.00-Suva-Fiji.pdf
3825,20-Apr-1962,AUSTRALIA,N,"Sydney Daily Telegraph, 4/21/1962 ",http://sharkattackfile.net/spreadsheets/pdf_directory/1962.04.20-Sturdy.pdf
3826,09-Apr-1962,MOZAMBIQUE,N,"M. Levine, GSAF;P.H. Jacques, M.D.;  D. Davies, pp.126-127",http://sharkattackfile.net/spreadsheets/pdf_directory/1962.04.09-Martin.pdf
3827,07-Apr-1962,SOUTH AFRICA,N,"D. Davies, p.117; D. Blane, M. Levine, GSAF ",http://sharkattackfile.net/spreadsheets/pdf_directory/1962.04.07-Blane.pdf
3828,05-Apr-1962,SOUTH AFRICA,N,T. Wallett,http://sharkattackfile.net/spreadsheets/pdf_directory/1962.04.05-Cockroft.pdf
3829,25-Mar-1962,NEW ZEALAND,N,"Christchurch Star, 3/26/1962",http://sharkattackfile.net/spreadsheets/pdf_directory/1962.03.25.b-Luxton.pdf
3830,25-Mar-1962,AUSTRALIA,N,Sunday Mirror (Sydney),http://sharkattackfile.net/spreadsheets/pdf_directory/1962.03.25.a-KempBoat.pdf
3831,24-Mar-1962,PAPUA NEW GUINEA,Y,"South Pacific Post (Port Moresby) 3/4/1962; L. Malcolmson, Fisheries Officer ",http://sharkattackfile.net/spreadsheets/pdf_directory/1962.03.24-Kes.pdf
3832,23-Feb-1962,PAPUA NEW GUINEA,N,"South Pacific Post, 2/27/1962; V.M. Coppleson (1962), p.248",http://sharkattackfile.net/spreadsheets/pdf_directory/1962.02.23-Hekure.pdf
3833,18-Feb-1962,NEW ZEALAND,N,"SAF Case #1118; Southland Daily News 2/20/1962, ",http://sharkattackfile.net/spreadsheets/pdf_directory/1962.02.18-Mason.pdf
3834,15-Feb-1962,AUSTRALIA,N,"Brisbane Courier Mail, 2/16/1962",http://sharkattackfile.net/spreadsheets/pdf_directory/1962.02.15-Hansen.pdf
3835,07-Feb-1962,SOUTH AFRICA,Y,"M. Levine, J. D'Aubrey, GSAF; D. Davies, pp.114-116",http://sharkattackfile.net/spreadsheets/pdf_directory/1962.02.07-Hoogvorst.pdf
3836,05-Feb-1962,SOUTH AFRICA,Y,"M. Nielsen, M. Levine, GSAF; D. Davies, p.115",http://sharkattackfile.net/spreadsheets/pdf_directory/1962.02.05-Nielsen.pdf
3837,04-Feb-1962,AUSTRALIA,N,"Courier Mail (Brisbane), 2/5/1962",http://sharkattackfile.net/spreadsheets/pdf_directory/1962.02.04-Maloney.pdf
3838,02-Feb-1962,NEW ZEALAND,UNKNOWN,SAF Case #1125,http://sharkattackfile.net/spreadsheets/pdf_directory/1962.02.02-NV-Burkitt-Brooke-launch.pdf
3839,Feb-1962,SOLOMON ISLANDS,Y,"Auckland Herald, 2/26/1962",http://sharkattackfile.net/spreadsheets/pdf_directory/1962.02.00-Loloi.pdf
3840,27-Jan-1962,NEW ZEALAND,N,"R. Weeks, GSAF; V.M. Coppleson (1962), p.247; H. D. Baldridge, p.16",http://sharkattackfile.net/spreadsheets/pdf_directory/1962.01.27-McEwan.pdf
3841,26-Jan-1962,MOZAMBIQUE,UNKNOWN,D. Davies,http://sharkattackfile.net/spreadsheets/pdf_directory/1962.01.26-Cumbe.pdf
3842,21-Jan-1962,AUSTRALIA,N,"Daily Mirror (Sydney) & Sydney Morning Herald, 1/22/1962 ",http://sharkattackfile.net/spreadsheets/pdf_directory/1962.01.21-Smith.pdf
3844,16-Jan-1962,NEW ZEALAND,N,"The Sun (Australia), 1/17/1962",http://sharkattackfile.net/spreadsheets/pdf_directory/1962.01.16-RedShark.pdf
3845,15-Jan-1962,NEW ZEALAND,N,"V.M. Coppleson (1962), p.254; H.D. Baldridge, p.1432",http://sharkattackfile.net/spreadsheets/pdf_directory/1962.01.15-Till.pdf
3846,14-Jan-1962,USA,N,"D. Miller & R. Collier; R. Collier, pp.34-35; H.D. Baldridge, p.74; Clark, pp.98-99",http://sharkattackfile.net/spreadsheets/pdf_directory/1962.01.14.c-Pair_Collier.pdf
3847,14-Jan-1962,AUSTRALIA,N,"Sydney Daily Telegraph, 1/15/1962 ",http://sharkattackfile.net/spreadsheets/pdf_directory/1962.01.14.b-Gibbons-boat.pdf
3848,14-Jan-1962,AUSTRALIA,N,"The Star (Johannesburg), Daily Telegraph (Sydney), Sydney Morning Herald,  The Examiner (Launceston) 1/15/1962; V.M. Coppleson (1962), p.246; R.D. Weeks, GSAF",http://sharkattackfile.net/spreadsheets/pdf_directory/1962.01.14.a-Hiscocks.pdf
3849,11-Jan-1962,AUSTRALIA,N,"Adelaide News, 1/12/1962",http://sharkattackfile.net/spreadsheets/pdf_directory/1962.01.11.c-Laundy.pdf
3850,11-Jan-1962,PAPUA NEW GUINEA,N,SAF Case #1193,http://sharkattackfile.net/spreadsheets/pdf_directory/1962.01.11.b-Agiramon.pdf
3851,11-Jan-1962,NEW ZEALAND,N,"R. D. Weeks, GSAF; Dr. C. Foote; The Evening Post, 1/12/1962 ",http://sharkattackfile.net/spreadsheets/pdf_directory/1962.01.11.a-BerylGrant.pdf
3852,10-Jan-1962,AUSTRALIA,N,"Adelaide News, 1/10/1962",http://sharkattackfile.net/spreadsheets/pdf_directory/1962.01.10.R-AlfDean-cutter.pdf
3854,07-Jan-1962,AUSTRALIA,N,"Sydney Daily Telegraph, 1/8/1962 ",http://sharkattackfile.net/spreadsheets/pdf_directory/1962.01.07.b-DickyBeach.pdf
3855,07-Jan-1962,AUSTRALIA,N,08/01/1962,http://sharkattackfile.net/spreadsheets/pdf_directory/1962.01.07.a-Frost.pdf
3856,06-Jan-1962,SOUTH AFRICA,N,T. Wallett,http://sharkattackfile.net/spreadsheets/pdf_directory/1962.01.06-FishingboatPeggy.pdf
3857,02-Jan-1962,AUSTRALIA,N,"Sydney Daily Telegraph, 1/3/1962 ",http://sharkattackfile.net/spreadsheets/pdf_directory/1962.01.02-NV-Surf-Patrol-boat.pdf
3858,01-Jan-1962,MARSHALL ISLANDS,N,"L. R. Fletcher, M.D.",http://sharkattackfile.net/spreadsheets/pdf_directory/1962.01.01-Caberto.pdf
3859,1962,SPAIN,N,"C. Moore, GSAF",http://sharkattackfile.net/spreadsheets/pdf_directory/1962.00.00.c-AiguaBlava.pdf
3860,Jan-Jun-1962,INDONESIA,Y,"Djakarta Daily Mail, 7/20/1962",http://sharkattackfile.net/spreadsheets/pdf_directory/1962.00.00.b-Indonesia.pdf
3861,Ca. 1962,AUSTRALIA,N,"F. Dennis, p.76",http://sharkattackfile.net/spreadsheets/pdf_directory/1962.00.00.a-Argyll.pdf
3862,28-Dec-1961,AUSTRALIA,Y,"V.M. Coppleson (1962), p.246; A. MacCormick, pp.19-21; A. Sharpe, p.101 ",http://sharkattackfile.net/spreadsheets/pdf_directory/1961.12.28.c-Hobbs.pdf
3863,28-Dec-1961,AUSTRALIA,N,"V.M. Coppleson (1962), p.246; A. MacCormick, pp.19-21; A. Sharpe, p.101",http://sharkattackfile.net/spreadsheets/pdf_directory/1961.12.28.b-Steffens.pdf
3864,28-Dec-1961,SOUTH AFRICA,N,"D.  Davies, pp.113-114; D. Davies & J. D'Aubrey; T. McDonnell, M. Levine, GSAF",http://sharkattackfile.net/spreadsheets/pdf_directory/1961.12.28.a-Wessels.pdf
3865,27-Dec-1961,AUSTRALIA,N,"The West Australia, 12/28/1961 ",http://sharkattackfile.net/spreadsheets/pdf_directory/1961.12.27-Parker.pdf
3866,19-Dec-1961,AUSTRALIA,N,"Adelaide Advertiser, 12/20/1961",http://sharkattackfile.net/spreadsheets/pdf_directory/1961.12.19-NV-boat-Stocker.pdf
3867,18-Dec-1961,MOZAMBIQUE,N,Dr. C. d.  Nacimento,http://sharkattackfile.net/spreadsheets/pdf_directory/1961.12.18.b-Correia.pdf
3868,18-Dec-1961,AUSTRALIA,Y,"Natal Daily News, 12/19/1961; Sydney Morning Herald, 12/20/1961; V.M. Coppleson (1962), p.246; H.D. Baldridge, p.172; A. Sharpe, pp.100-101",http://sharkattackfile.net/spreadsheets/pdf_directory/1961.12.18.a-Andrews.pdf
3869,13-Dec-1961,AUSTRALIA,N,"Brisbane Courier Mail, 12/14/1961; V.M. Coppleson (1962), p.246",http://sharkattackfile.net/spreadsheets/pdf_directory/1961.12.13-Stevens.pdf
3871,17-Oct-1961,PHILIPPINES,N,"Newcastle Morning Herald, 10/28/1961 ",http://sharkattackfile.net/spreadsheets/pdf_directory/1961.10.27-FilipinoFisherman.pdf
3873,Oct-1961,VANUATU,N,"Pacific Islands Monthly, October 1961 ",http://sharkattackfile.net/spreadsheets/pdf_directory/1961.10.00.b-Vanuatu.pdf
3874,Oct-1961,USA,Y,"V.M. Coppleson (1962), p.249",http://sharkattackfile.net/spreadsheets/pdf_directory/1961.10.00.a-Horn.pdf
3875,26-Sep-1961,USA,N,H.D.Baldridge (1994) SAF Case #923,http://sharkattackfile.net/spreadsheets/pdf_directory/1961.09.26-NV-PaulWalter.pdf
